laus_code,state_fips,county_fips,county,state,year,labor_force,num_employed,num_unemployed,unemp_rate
CN3719500000000,37,195,Wilson County,NC,2016,36717,33743,2974,8.1
CN3719700000000,37,197,Yadkin County,NC,2016,17727,16950,777,4.4
CN3719900000000,37,199,Yancey County,NC,2016,7535,7146,389,5.2
CN3800100000000,38,1,Adams County,ND,2016,1140,1109,31,2.7
CN3800300000000,38,3,Barnes County,ND,2016,5626,5440,186,3.3
CN3800500000000,38,5,Benson County,ND,2016,2447,2346,101,4.1
CN3800700000000,38,7,Billings County,ND,2016,443,429,14,3.2
CN3800900000000,38,9,Bottineau County,ND,2016,3248,3093,155,4.8
CN3801100000000,38,11,Bowman County,ND,2016,1839,1798,41,2.2
CN3801300000000,38,13,Burke County,ND,2016,1131,1076,55,4.9
CN3801500000000,38,15,Burleigh County,ND,2016,50923,49587,1336,2.6
CN3801700000000,38,17,Cass County,ND,2016,100569,98286,2283,2.3
CN3801900000000,38,19,Cavalier County,ND,2016,2110,2052,58,2.7
CN3802100000000,38,21,Dickey County,ND,2016,2546,2496,50,2
CN3802300000000,38,23,Divide County,ND,2016,1710,1664,46,2.7
CN3802500000000,38,25,Dunn County,ND,2016,3426,3319,107,3.1
CN3802700000000,38,27,Eddy County,ND,2016,1271,1214,57,4.5
CN3802900000000,38,29,Emmons County,ND,2016,1580,1509,71,4.5
CN3803100000000,38,31,Foster County,ND,2016,1691,1639,52,3.1
CN3803300000000,38,33,Golden Valley County,ND,2016,971,944,27,2.8
CN3803500000000,38,35,Grand Forks County,ND,2016,39673,38731,942,2.4
CN3803700000000,38,37,Grant County,ND,2016,1289,1248,41,3.2
CN3803900000000,38,39,Griggs County,ND,2016,1146,1112,34,3
CN3804100000000,38,41,Hettinger County,ND,2016,1551,1503,48,3.1
CN3804300000000,38,43,Kidder County,ND,2016,1380,1326,54,3.9
CN3804500000000,38,45,LaMoure County,ND,2016,2308,2251,57,2.5
CN3804700000000,38,47,Logan County,ND,2016,958,924,34,3.5
CN3804900000000,38,49,McHenry County,ND,2016,3353,3183,170,5.1
CN3805100000000,38,51,McIntosh County,ND,2016,1253,1213,40,3.2
CN3805300000000,38,53,McKenzie County,ND,2016,8092,7781,311,3.8
CN3805500000000,38,55,McLean County,ND,2016,5044,4862,182,3.6
CN3805700000000,38,57,Mercer County,ND,2016,4632,4420,212,4.6
CN3805900000000,38,59,Morton County,ND,2016,16873,16314,559,3.3
CN3806100000000,38,61,Mountrail County,ND,2016,7203,6983,220,3.1
CN3806300000000,38,63,Nelson County,ND,2016,1537,1483,54,3.5
CN3806500000000,38,65,Oliver County,ND,2016,903,854,49,5.4
CN3806700000000,38,67,Pembina County,ND,2016,3697,3509,188,5.1
CN3806900000000,38,69,Pierce County,ND,2016,1898,1821,77,4.1
CN3807100000000,38,71,Ramsey County,ND,2016,6277,6097,180,2.9
CN3807300000000,38,73,Ransom County,ND,2016,2830,2764,66,2.3
CN3807500000000,38,75,Renville County,ND,2016,1300,1247,53,4.1
CN3807700000000,38,77,Richland County,ND,2016,8922,8670,252,2.8
CN3807900000000,38,79,Rolette County,ND,2016,5018,4465,553,11
CN3808100000000,38,81,Sargent County,ND,2016,2350,2304,46,2
CN3808300000000,38,83,Sheridan County,ND,2016,726,684,42,5.8
CN3808500000000,38,85,Sioux County,ND,2016,1336,1277,59,4.4
CN3808700000000,38,87,Slope County,ND,2016,443,432,11,2.5
CN3808900000000,38,89,Stark County,ND,2016,18488,17753,735,4
CN3809100000000,38,91,Steele County,ND,2016,1066,1043,23,2.2
CN3809300000000,38,93,Stutsman County,ND,2016,11150,10869,281,2.5
CN3809500000000,38,95,Towner County,ND,2016,1333,1303,30,2.3
CN3809700000000,38,97,Traill County,ND,2016,4595,4464,131,2.9
CN3809900000000,38,99,Walsh County,ND,2016,5678,5458,220,3.9
CN3810100000000,38,101,Ward County,ND,2016,33943,32516,1427,4.2
CN3810300000000,38,103,Wells County,ND,2016,2181,2093,88,4
CN3810500000000,38,105,Williams County,ND,2016,23133,22111,1022,4.4
CN3900100000000,39,1,Adams County,OH,2016,10794,9987,807,7.5
CN3900300000000,39,3,Allen County,OH,2016,47957,45580,2377,5
CN3900500000000,39,5,Ashland County,OH,2016,26024,24731,1293,5
CN3900700000000,39,7,Ashtabula County,OH,2016,44101,41448,2653,6
CN3900900000000,39,9,Athens County,OH,2016,28096,26360,1736,6.2
CN3901100000000,39,11,Auglaize County,OH,2016,24547,23649,898,3.7
CN3901300000000,39,13,Belmont County,OH,2016,30772,28491,2281,7.4
CN3901500000000,39,15,Brown County,OH,2016,19518,18409,1109,5.7
CN3901700000000,39,17,Butler County,OH,2016,188853,180504,8349,4.4
CN3901900000000,39,19,Carroll County,OH,2016,13385,12478,907,6.8
CN3902100000000,39,21,Champaign County,OH,2016,19833,18950,883,4.5
CN3902300000000,39,23,Clark County,OH,2016,63318,60029,3289,5.2
CN3902500000000,39,25,Clermont County,OH,2016,103378,98865,4513,4.4
CN3902700000000,39,27,Clinton County,OH,2016,17001,16017,984,5.8
CN3902900000000,39,29,Columbiana County,OH,2016,48266,45080,3186,6.6
CN3903100000000,39,31,Coshocton County,OH,2016,14971,13928,1043,7
CN3903300000000,39,33,Crawford County,OH,2016,18992,17854,1138,6
CN3903500000000,39,35,Cuyahoga County,OH,2016,610483,577226,33257,5.4
CN3903700000000,39,37,Darke County,OH,2016,26306,25234,1072,4.1
CN3903900000000,39,39,Defiance County,OH,2016,18432,17539,893,4.8
CN3904100000000,39,41,Delaware County,OH,2016,103569,99904,3665,3.5
CN3904300000000,39,43,Erie County,OH,2016,37127,35100,2027,5.5
CN3904500000000,39,45,Fairfield County,OH,2016,75754,72550,3204,4.2
CN3904700000000,39,47,Fayette County,OH,2016,14427,13796,631,4.4
CN3904900000000,39,49,Franklin County,OH,2016,663620,636847,26773,4
CN3905100000000,39,51,Fulton County,OH,2016,22643,21607,1036,4.6
CN3905300000000,39,53,Gallia County,OH,2016,12173,11361,812,6.7
CN3905500000000,39,55,Geauga County,OH,2016,48714,46562,2152,4.4
CN3905700000000,39,57,Greene County,OH,2016,80630,77159,3471,4.3
CN3905900000000,39,59,Guernsey County,OH,2016,18852,17531,1321,7
CN3906100000000,39,61,Hamilton County,OH,2016,404217,386651,17566,4.3
CN3906300000000,39,63,Hancock County,OH,2016,41243,39746,1497,3.6
CN3906500000000,39,65,Hardin County,OH,2016,14305,13592,713,5
CN3906700000000,39,67,Harrison County,OH,2016,7011,6484,527,7.5
CN3906900000000,39,69,Henry County,OH,2016,13639,12922,717,5.3
CN3907100000000,39,71,Highland County,OH,2016,16783,15732,1051,6.3
CN3907300000000,39,73,Hocking County,OH,2016,13137,12424,713,5.4
CN3907500000000,39,75,Holmes County,OH,2016,20969,20233,736,3.5
CN3907700000000,39,77,Huron County,OH,2016,27864,26063,1801,6.5
CN3907900000000,39,79,Jackson County,OH,2016,12729,11740,989,7.8
CN3908100000000,39,81,Jefferson County,OH,2016,28797,26413,2384,8.3
CN3908300000000,39,83,Knox County,OH,2016,31290,29874,1416,4.5
CN3908500000000,39,85,Lake County,OH,2016,123935,117963,5972,4.8
CN3908700000000,39,87,Lawrence County,OH,2016,24652,23063,1589,6.4
CN3908900000000,39,89,Licking County,OH,2016,87863,84082,3781,4.3
CN3909100000000,39,91,Logan County,OH,2016,23092,22131,961,4.2
CN3909300000000,39,93,Lorain County,OH,2016,150470,141573,8897,5.9
CN3909500000000,39,95,Lucas County,OH,2016,210587,199846,10741,5.1
CN3909700000000,39,97,Madison County,OH,2016,20754,19956,798,3.8
CN3909900000000,39,99,Mahoning County,OH,2016,105735,99064,6671,6.3
CN3910100000000,39,101,Marion County,OH,2016,27631,26244,1387,5
CN3910300000000,39,103,Medina County,OH,2016,94725,90608,4117,4.3
CN3910500000000,39,105,Meigs County,OH,2016,8982,8234,748,8.3
CN3910700000000,39,107,Mercer County,OH,2016,23430,22675,755,3.2
CN3910900000000,39,109,Miami County,OH,2016,52576,50316,2260,4.3
CN3911100000000,39,111,Monroe County,OH,2016,5244,4660,584,11.1
CN3911300000000,39,113,Montgomery County,OH,2016,249484,237385,12099,4.8
CN3911500000000,39,115,Morgan County,OH,2016,6750,6201,549,8.1
CN3911700000000,39,117,Morrow County,OH,2016,16861,16031,830,4.9
CN3911900000000,39,119,Muskingum County,OH,2016,39383,37026,2357,6
CN3912100000000,39,121,Noble County,OH,2016,4915,4494,421,8.6
CN3912300000000,39,123,Ottawa County,OH,2016,20931,19592,1339,6.4
CN3912500000000,39,125,Paulding County,OH,2016,8860,8456,404,4.6
CN3912700000000,39,127,Perry County,OH,2016,15988,14990,998,6.2
CN3912900000000,39,129,Pickaway County,OH,2016,26073,24838,1235,4.7
CN3913100000000,39,131,Pike County,OH,2016,10732,9936,796,7.4
CN3913300000000,39,133,Portage County,OH,2016,86787,82474,4313,5
CN3913500000000,39,135,Preble County,OH,2016,21014,20032,982,4.7
CN3913700000000,39,137,Putnam County,OH,2016,18808,18125,683,3.6
CN3913900000000,39,139,Richland County,OH,2016,53352,50434,2918,5.5
CN3914100000000,39,141,Ross County,OH,2016,33672,31834,1838,5.5
CN3914300000000,39,143,Sandusky County,OH,2016,30908,29465,1443,4.7
CN3914500000000,39,145,Scioto County,OH,2016,29928,27649,2279,7.6
CN3914700000000,39,147,Seneca County,OH,2016,27164,25855,1309,4.8
CN3914900000000,39,149,Shelby County,OH,2016,23987,23003,984,4.1
CN3915100000000,39,151,Stark County,OH,2016,185571,175538,10033,5.4
CN3915300000000,39,153,Summit County,OH,2016,271529,257861,13668,5
CN3915500000000,39,155,Trumbull County,OH,2016,90355,84319,6036,6.7
CN3915700000000,39,157,Tuscarawas County,OH,2016,44979,42425,2554,5.7
CN3915900000000,39,159,Union County,OH,2016,27340,26312,1028,3.8
CN3916100000000,39,161,Van Wert County,OH,2016,14273,13703,570,4
CN3916300000000,39,163,Vinton County,OH,2016,5434,5055,379,7
CN3916500000000,39,165,Warren County,OH,2016,113310,108686,4624,4.1
CN3916700000000,39,167,Washington County,OH,2016,27779,25865,1914,6.9
CN3916900000000,39,169,Wayne County,OH,2016,60680,58293,2387,3.9
CN3917100000000,39,171,Williams County,OH,2016,19121,18275,846,4.4
CN3917300000000,39,173,Wood County,OH,2016,70261,67372,2889,4.1
CN3917500000000,39,175,Wyandot County,OH,2016,12668,12203,465,3.7
CN4000100000000,40,1,Adair County,OK,2016,8112,7629,483,6
CN4000300000000,40,3,Alfalfa County,OK,2016,2956,2856,100,3.4
CN4000500000000,40,5,Atoka County,OK,2016,4995,4658,337,6.7
CN4000700000000,40,7,Beaver County,OK,2016,2869,2777,92,3.2
CN4000900000000,40,9,Beckham County,OK,2016,10877,10060,817,7.5
CN4001100000000,40,11,Blaine County,OK,2016,4341,4174,167,3.8
CN4001300000000,40,13,Bryan County,OK,2016,19372,18528,844,4.4
CN4001500000000,40,15,Caddo County,OK,2016,11765,11127,638,5.4
CN4001700000000,40,17,Canadian County,OK,2016,68568,65792,2776,4
CN4001900000000,40,19,Carter County,OK,2016,22592,21406,1186,5.2
CN4002100000000,40,21,Cherokee County,OK,2016,19222,18149,1073,5.6
CN4002300000000,40,23,Choctaw County,OK,2016,5763,5316,447,7.8
CN4002500000000,40,25,Cimarron County,OK,2016,1421,1385,36,2.5
CN4002700000000,40,27,Cleveland County,OK,2016,138580,133237,5343,3.9
CN4002900000000,40,29,Coal County,OK,2016,2315,2142,173,7.5
CN4003100000000,40,31,Comanche County,OK,2016,49507,47178,2329,4.7
CN4003300000000,40,33,Cotton County,OK,2016,2869,2729,140,4.9
CN4003500000000,40,35,Craig County,OK,2016,6278,5971,307,4.9
CN4003700000000,40,37,Creek County,OK,2016,31496,29646,1850,5.9
CN4003900000000,40,39,Custer County,OK,2016,15084,14379,705,4.7
CN4004100000000,40,41,Delaware County,OK,2016,17851,16962,889,5
CN4004300000000,40,43,Dewey County,OK,2016,2679,2568,111,4.1
CN4004500000000,40,45,Ellis County,OK,2016,2275,2187,88,3.9
CN4004700000000,40,47,Garfield County,OK,2016,29953,28655,1298,4.3
CN4004900000000,40,49,Garvin County,OK,2016,12621,11937,684,5.4
CN4005100000000,40,51,Grady County,OK,2016,26355,25045,1310,5
CN4005300000000,40,53,Grant County,OK,2016,3001,2902,99,3.3
CN4005500000000,40,55,Greer County,OK,2016,2218,2052,166,7.5
CN4005700000000,40,57,Harmon County,OK,2016,1307,1256,51,3.9
CN4005900000000,40,59,Harper County,OK,2016,1909,1835,74,3.9
CN4006100000000,40,61,Haskell County,OK,2016,4499,4119,380,8.4
CN4006300000000,40,63,Hughes County,OK,2016,5476,5066,410,7.5
CN4006500000000,40,65,Jackson County,OK,2016,10939,10447,492,4.5
CN4006700000000,40,67,Jefferson County,OK,2016,2731,2534,197,7.2
CN4006900000000,40,69,Johnston County,OK,2016,4455,4194,261,5.9
CN4007100000000,40,71,Kay County,OK,2016,18960,17743,1217,6.4
CN4007300000000,40,73,Kingfisher County,OK,2016,8380,8096,284,3.4
CN4007500000000,40,75,Kiowa County,OK,2016,4125,3901,224,5.4
CN4007700000000,40,77,Latimer County,OK,2016,3708,3381,327,8.8
CN4007900000000,40,79,Le Flore County,OK,2016,19780,18401,1379,7
CN4008100000000,40,81,Lincoln County,OK,2016,15999,15151,848,5.3
CN4008300000000,40,83,Logan County,OK,2016,21532,20653,879,4.1
CN4008500000000,40,85,Love County,OK,2016,6507,6299,208,3.2
CN4008700000000,40,87,McClain County,OK,2016,18853,18069,784,4.2
CN4008900000000,40,89,McCurtain County,OK,2016,14843,13769,1074,7.2
CN4009100000000,40,91,McIntosh County,OK,2016,7086,6446,640,9
CN4009300000000,40,93,Major County,OK,2016,3996,3830,166,4.2
CN4009500000000,40,95,Marshall County,OK,2016,6589,6251,338,5.1
CN4009700000000,40,97,Mayes County,OK,2016,19329,18332,997,5.2
CN4009900000000,40,99,Murray County,OK,2016,6347,6059,288,4.5
CN4010100000000,40,101,Muskogee County,OK,2016,29480,27845,1635,5.5
CN4010300000000,40,103,Noble County,OK,2016,5724,5515,209,3.7
CN4010500000000,40,105,Nowata County,OK,2016,4685,4394,291,6.2
CN4010700000000,40,107,Okfuskee County,OK,2016,4564,4282,282,6.2
CN4010900000000,40,109,Oklahoma County,OK,2016,376333,360064,16269,4.3
CN4011100000000,40,111,Okmulgee County,OK,2016,16239,15062,1177,7.2
CN4011300000000,40,113,Osage County,OK,2016,21219,19993,1226,5.8
CN4011500000000,40,115,Ottawa County,OK,2016,14394,13654,740,5.1
CN4011700000000,40,117,Pawnee County,OK,2016,7511,7008,503,6.7
CN4011900000000,40,119,Payne County,OK,2016,38578,37116,1462,3.8
CN4012100000000,40,121,Pittsburg County,OK,2016,17479,16378,1101,6.3
CN4012300000000,40,123,Pontotoc County,OK,2016,18322,17562,760,4.1
CN4012500000000,40,125,Pottawatomie County,OK,2016,32818,31280,1538,4.7
CN4012700000000,40,127,Pushmataha County,OK,2016,4821,4457,364,7.6
CN4012900000000,40,129,Roger Mills County,OK,2016,1817,1722,95,5.2
CN4013100000000,40,131,Rogers County,OK,2016,44666,42402,2264,5.1
CN4013300000000,40,133,Seminole County,OK,2016,9401,8735,666,7.1
CN4013500000000,40,135,Sequoyah County,OK,2016,16895,15827,1068,6.3
CN4013700000000,40,137,Stephens County,OK,2016,19023,17184,1839,9.7
CN4013900000000,40,139,Texas County,OK,2016,9404,9076,328,3.5
CN4014100000000,40,141,Tillman County,OK,2016,3278,3129,149,4.5
CN4014300000000,40,143,Tulsa County,OK,2016,318212,303220,14992,4.7
CN4014500000000,40,145,Wagoner County,OK,2016,36304,34545,1759,4.8
CN4014700000000,40,147,Washington County,OK,2016,23902,22724,1178,4.9
CN4014900000000,40,149,Washita County,OK,2016,5278,4900,378,7.2
CN4015100000000,40,151,Woods County,OK,2016,5255,5084,171,3.3
CN4015300000000,40,153,Woodward County,OK,2016,9536,8932,604,6.3
CN4100100000000,41,1,Baker County,OR,2016,6972,6523,449,6.4
CN4100300000000,41,3,Benton County,OR,2016,46888,45051,1837,3.9
CN4100500000000,41,5,Clackamas County,OR,2016,213012,203551,9461,4.4
CN4100700000000,41,7,Clatsop County,OR,2016,19043,18135,908,4.8
CN4100900000000,41,9,Columbia County,OR,2016,23494,22034,1460,6.2
CN4101100000000,41,11,Coos County,OR,2016,26521,24802,1719,6.5
CN4101300000000,41,13,Crook County,OR,2016,9354,8700,654,7
CN4101500000000,41,15,Curry County,OR,2016,9080,8456,624,6.9
CN4101700000000,41,17,Deschutes County,OR,2016,89943,85535,4408,4.9
CN4101900000000,41,19,Douglas County,OR,2016,45891,42959,2932,6.4
CN4102100000000,41,21,Gilliam County,OR,2016,842,792,50,5.9
CN4102300000000,41,23,Grant County,OR,2016,3131,2888,243,7.8
CN4102500000000,41,25,Harney County,OR,2016,3442,3225,217,6.3
CN4102700000000,41,27,Hood River County,OR,2016,13975,13388,587,4.2
CN4102900000000,41,29,Jackson County,OR,2016,101776,95885,5891,5.8
CN4103100000000,41,31,Jefferson County,OR,2016,9859,9200,659,6.7
CN4103300000000,41,33,Josephine County,OR,2016,34465,32205,2260,6.6
CN4103500000000,41,35,Klamath County,OR,2016,29426,27407,2019,6.9
CN4103700000000,41,37,Lake County,OR,2016,3482,3258,224,6.4
CN4103900000000,41,39,Lane County,OR,2016,179242,170012,9230,5.1
CN4104100000000,41,41,Lincoln County,OR,2016,20986,19794,1192,5.7
CN4104300000000,41,43,Linn County,OR,2016,57129,53839,3290,5.8
CN4104500000000,41,45,Malheur County,OR,2016,12539,11833,706,5.6
CN4104700000000,41,47,Marion County,OR,2016,158561,150458,8103,5.1
CN4104900000000,41,49,Morrow County,OR,2016,5733,5445,288,5
CN4105100000000,41,51,Multnomah County,OR,2016,446379,427251,19128,4.3
CN4105300000000,41,53,Polk County,OR,2016,38120,36163,1957,5.1
CN4105500000000,41,55,Sherman County,OR,2016,900,859,41,4.6
CN4105700000000,41,57,Tillamook County,OR,2016,11668,11083,585,5
CN4105900000000,41,59,Umatilla County,OR,2016,36291,34325,1966,5.4
CN4106100000000,41,61,Union County,OR,2016,12073,11356,717,5.9
CN4106300000000,41,63,Wallowa County,OR,2016,3334,3109,225,6.7
CN4106500000000,41,65,Wasco County,OR,2016,13789,13116,673,4.9
CN4106700000000,41,67,Washington County,OR,2016,314169,301082,13087,4.2
CN4106900000000,41,69,Wheeler County,OR,2016,690,660,30,4.3
CN4107100000000,41,71,Yamhill County,OR,2016,52921,50445,2476,4.7
CN4200100000000,42,1,Adams County,PA,2016,55490,53267,2223,4
CN4200300000000,42,3,Allegheny County,PA,2016,649725,615717,34008,5.2
CN4200500000000,42,5,Armstrong County,PA,2016,33354,30833,2521,7.6
CN4200700000000,42,7,Beaver County,PA,2016,86003,80626,5377,6.3
CN4200900000000,42,9,Bedford County,PA,2016,24137,22712,1425,5.9
CN4201100000000,42,11,Berks County,PA,2016,214132,203394,10738,5
CN4201300000000,42,13,Blair County,PA,2016,61079,57830,3249,5.3
CN4201500000000,42,15,Bradford County,PA,2016,30314,28308,2006,6.6
CN4201700000000,42,17,Bucks County,PA,2016,342598,326672,15926,4.6
CN4201900000000,42,19,Butler County,PA,2016,98546,93489,5057,5.1
CN4202100000000,42,21,Cambria County,PA,2016,61630,57394,4236,6.9
CN4202300000000,42,23,Cameron County,PA,2016,2238,2071,167,7.5
CN4202500000000,42,25,Carbon County,PA,2016,31793,29890,1903,6
CN4202700000000,42,27,Centre County,PA,2016,79084,75755,3329,4.2
CN4202900000000,42,29,Chester County,PA,2016,281139,270147,10992,3.9
CN4203100000000,42,31,Clarion County,PA,2016,18154,16999,1155,6.4
CN4203300000000,42,33,Clearfield County,PA,2016,36447,33761,2686,7.4
CN4203500000000,42,35,Clinton County,PA,2016,18701,17368,1333,7.1
CN4203700000000,42,37,Columbia County,PA,2016,33883,31985,1898,5.6
CN4203900000000,42,39,Crawford County,PA,2016,41007,38547,2460,6
CN4204100000000,42,41,Cumberland County,PA,2016,129793,124457,5336,4.1
CN4204300000000,42,43,Dauphin County,PA,2016,142626,135772,6854,4.8
CN4204500000000,42,45,Delaware County,PA,2016,295542,281026,14516,4.9
CN4204700000000,42,47,Elk County,PA,2016,16366,15451,915,5.6
CN4204900000000,42,49,Erie County,PA,2016,134326,125519,8807,6.6
CN4205100000000,42,51,Fayette County,PA,2016,58805,53997,4808,8.2
CN4205300000000,42,53,Forest County,PA,2016,1892,1740,152,8
CN4205500000000,42,55,Franklin County,PA,2016,77872,73851,4021,5.2
CN4205700000000,42,57,Fulton County,PA,2016,7334,6867,467,6.4
CN4205900000000,42,59,Greene County,PA,2016,17502,16139,1363,7.8
CN4206100000000,42,61,Huntingdon County,PA,2016,19740,18347,1393,7.1
CN4206300000000,42,63,Indiana County,PA,2016,40491,37518,2973,7.3
CN4206500000000,42,65,Jefferson County,PA,2016,20733,19294,1439,6.9
CN4206700000000,42,67,Juniata County,PA,2016,12184,11525,659,5.4
CN4206900000000,42,69,Lackawanna County,PA,2016,106830,100723,6107,5.7
CN4207100000000,42,71,Lancaster County,PA,2016,280499,268837,11662,4.2
CN4207300000000,42,73,Lawrence County,PA,2016,41701,38862,2839,6.8
CN4207500000000,42,75,Lebanon County,PA,2016,70711,67529,3182,4.5
CN4207700000000,42,77,Lehigh County,PA,2016,188118,177928,10190,5.4
CN4207900000000,42,79,Luzerne County,PA,2016,159459,149278,10181,6.4
CN4208100000000,42,81,Lycoming County,PA,2016,59014,55055,3959,6.7
CN4208300000000,42,83,McKean County,PA,2016,18653,17410,1243,6.7
CN4208500000000,42,85,Mercer County,PA,2016,52953,49764,3189,6
CN4208700000000,42,87,Mifflin County,PA,2016,20886,19682,1204,5.8
CN4208900000000,42,89,Monroe County,PA,2016,81990,76805,5185,6.3
CN4209100000000,42,91,Montgomery County,PA,2016,447689,429003,18686,4.2
CN4209300000000,42,93,Montour County,PA,2016,9193,8795,398,4.3
CN4209500000000,42,95,Northampton County,PA,2016,158347,150078,8269,5.2
CN4209700000000,42,97,Northumberland County,PA,2016,43886,41101,2785,6.3
CN4209900000000,42,99,Perry County,PA,2016,24357,23224,1133,4.7
CN4210100000000,42,101,Philadelphia County/city,PA,2016,707571,659423,48148,6.8
CN4210300000000,42,103,Pike County,PA,2016,25105,23489,1616,6.4
CN4210500000000,42,105,Potter County,PA,2016,7425,6837,588,7.9
CN4210700000000,42,107,Schuylkill County,PA,2016,67900,63664,4236,6.2
CN4210900000000,42,109,Snyder County,PA,2016,20540,19570,970,4.7
CN4211100000000,42,111,Somerset County,PA,2016,34257,31763,2494,7.3
